,2291.0,164.0,164.0,164.0,164.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1541.0,164.0,1541.0,1541.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,1841.0,1841.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,1849.0,1849.0,1849.0,890.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1841.0,164.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,421.0,421.0,1841.0,421.0,421.0,1841.0,164.0,164.0,421.0,164.0,421.0,1541.0,1541.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1541.0,1841.0,421.0,421.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,421.0,164.0,421.0,1541.0,909.0,2130.0,2130.0,2130.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,2130.0,1190.0,890.0,1190.0,2268.0,2268.0,157.0,157.0,157.0,1233.0,157.0,1511.0,157.0,157.0,157.0,157.0,2268.0,157.0,2268.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1233.0,157.0,2268.0,157.0,2272.0,1849.0,1849.0,2272.0,2130.0,2130.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,421.0,421.0,421.0,421.0,909.0,2268.0,164.0,157.0,157.0,1841.0,1233.0,2272.0
2006-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.8,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.8,0.0,0.0,0.0,0.3,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,2.5,2.5,5.1,2.5,10.2,0.0,0.0,2.5,2.5,,,5.1,7.6,7.6,0.0,5.1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,0.5,,2.8
2006-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.3,2.3,,,6.9,2.5,2.5,6.1,5.6,,0.0,0.0,0.0,,,,0.8,2.3,3.8,0.0,3.6,,,2.3,5.6,,,,,5.3,16.8,,,9.4,,,,,0.0,0.0,3.6,5.1,2.5,0.0,0.0,0.0,20.3,10.2,5.1,2.5,,,10.2,7.6,2.5,10.2,20.3,7.6,0.0,,0.0,0.0,0.0,0.0,,0.0,0.8,0.5,0.4,,0.5
2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.8,,,0.0,4.6,,,,,0.0,0.0,,0.0,0.5,,,,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.5,5.1,,,2.5,12.7,0.0,7.6,0.0,2.5,0.0,,0.0,0.0,0.0,0.3,,0.0,0.0,0.0,0.2,,0.0
2006-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.8,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,2.5,2.5,7.6,0.0,10.2,0.0,0.0,0.0,2.5,,,0.0,0.0,2.5,0.0,2.5,0.0,0.0,,0.0,0.0,0.0,0.8,,0.0,0.0,0.0,0.5,,2.0
2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.3,0.3,,,0.0,1.3,1.3,0.0,0.0,,2.5,0.0,0.0,,,,8.9,0.0,5.8,0.0,0.0,,,0.0,5.3,,,,,0.0,0.0,,0.0,0.0,,,,,2.3,8.9,4.6,5.1,2.5,17.8,5.1,10.2,22.9,25.4,17.8,2.5,,,12.7,17.8,12.7,12.7,10.2,12.7,0.0,,0.0,0.0,0.0,1.0,,0.0,11.4,3.6,0.3,,12.2
2006-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.8,0.3,,,0.0,0.0,0.0,0.0,0.0,,0.0,5.1,0.0,,,,0.0,5.8,8.1,0.0,8.4,,,7.1,0.0,,,,,4.3,9.4,,5.1,17.0,,,,,1.0,0.0,6.6,0.0,0.0,0.0,0.0,2.5,2.5,2.5,5.1,2.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,,0.0
2006-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.3,2.5,2.5,0.0,5.1,0.0,0.0,0.0,0.0,5.1,,,0.0,2.5,0.0,0.0,0.0,2.5,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,,0.3
2006-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,10.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1.3,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,2.5,5.1,,,0.0,2.5,12.7,0.0,0.0,5.1,0.0,,0.0,0.0,0.0,0.3,,0.0,0.0,0.3,0.3,,0.0
2006-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,4.1,0.3,,,0.0,4.8,4.8,13.0,12.7,,2.3,1.8,0.0,,,,12.4,4.3,0.3,0.0,12.2,,,3.0,2.0,,,,,3.6,5.3,,12.7,7.4,,,,,0.0,0.0,1.0,7.6,10.2,2.5,0.0,5.1,15.2,0.0,12.7,5.1,,,10.2,5.1,10.2,12.7,12.7,17.8,5.1,,0.0,0.0,0.3,0.0,,0.0,3.0,5.1,0.4,,4.1
2006-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.3,0.0,0.0,0.0,,0.0,,,,,,,0.3,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.3,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,3.3,0.0,0.0,1.3,,,0.0,0.0,,,,,1.0,0.0,,0.0,2.5,,,,,0.0,0.0,2.0,0.0,0.0,0.0,7.6,5.1,0.0,12.7,0.0,5.1,,,0.0,2.5,0.0,0.0,0.0,2.5,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.3
2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,2.8,0.0,,,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.3,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,6.4,1.5,7.6,7.6,5.1,12.7,10.2,5.1,7.6,0.0,2.5,,,2.5,12.7,2.5,0.0,2.5,2.5,0.0,,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.3,,4.8
2006-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.6,0.0,,,0.0,1.3,,0.8,0.0,,1.0,0.0,0.0,,,,10.7,0.0,3.3,0.0,8.4,,,0.0,8.9,,,,,0.5,5.1,,5.1,1.8,,,,,2.5,6.4,4.1,2.5,0.0,7.6,5.1,5.1,10.2,10.2,10.2,5.1,,,2.5,15.2,10.2,2.5,5.1,15.2,7.6,,0.0,0.0,0.0,2.0,,0.0,4.3,6.4,0.3,,2.0
2006-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.3,0.0,,,,0.0,0.8,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,3.3,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.8,,,0.8,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,,,,0.3,8.9,0.0,0.0,0.3,,,7.1,0.0,,,,,5.3,0.0,,0.0,8.9,,,,,14.5,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.1,0.0,0.0,2.5,5.1,0.0,0.0,,0.0,0.0,1.5,0.0,,0.0,0.0,1.5,0.0,,0.0
2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,1.3,0.0,0.0,0.3,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3,0.0,,,0.0,0.0,0.0,0.0,1.3,,25.4,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.3,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.3,,,,,0.0,0.0,0.3,2.5,2.5,2.5,2.5,12.7,5.1,0.0,0.0,0.0,,,0.0,0.0,2.5,0.0,5.1,2.5,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.8
2006-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.8,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1.0,0.5,0.0,0.0,0.5,,,0.0,4.1,,,,,0.0,1.3,,2.5,3.8,,,,,0.0,0.0,1.8,0.0,0.0,0.0,2.5,5.1,0.0,2.5,2.5,5.1,,,0.0,2.5,2.5,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.5,,,,,0.0,0.0,,2.5,0.0,0.0,0.0,2.5,2.5,0.0,0.0,2.5,,,10.2,0.0,0.0,5.1,2.5,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.3,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,2.5,,,2.5,0.0,0.0,5.1,2.5,2.5,2.5,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,,0.0
2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.1,5.1,0.0,2.5,,,2.5,0.0,0.0,0.0,0.0,0.0,2.5,,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,,0.0
2006-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,5.3,1.5,,,,0.0,2.3,0.0,0.0,,0.0,,,,,,,0.8,,1.0,,,,,0.3,0.0,5.1,0.0,,,,1.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.3,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,,,0.0,0.0,0.0,0.0,2.5,0.0,7.6,,0.0,0.0,4.1,0.0,,0.0,0.0,0.0,0.6,,0.0
